war_id,war_name,war_type,side1_code,side1_name,side2_code,side2_name,start_year1,start_month1,start_day1,end_year1,end_month1,end_day1,start_year2,start_month2,start_day2,end_year2,end_month2,end_day2,previous_war,initiation,intervention,combat_location,state_fatalities,nonstate_fatalities,outcome,next_war
466,Third Franco-Algerian,2,220,France,-8,Algeria,1954,11,1,1962,3,17,-8,-8,-8,-8,-8,-8,-8,0,0,6,18000,14000,2,-8
467,French-Cameroon,2,220,France,-8,UPC,1957,1,1,1958,1,5,-8,-8,-8,-8,-8,-8,-8,0,0,4,1000,900,1,-8
469,Angolan-Portuguese,2,235,Portugal,-8,Angola,1961,2,3,1974,10,14,-8,-8,-8,-8,-8,-8,-8,0,0,4,4000,25000,4,1581
471,Mozambique-Portuguese,2,235,Portugal,-8,Mozambique,1964,9,25,1975,6,25,-8,-8,-8,-8,-8,-8,-8,0,0,4,3500,10000,2,-8
472,"East Timorese, Phase 2",3,850,Indonesia,-8,Fretilin & UDT,1975,10,16,1976,7,17,-8,-8,-8,-8,-8,-8,1582,1,0,7,12500,20000,4,806
473,Namibian,2,560,South Africa,-8,SWAPO-Namibia,1975,10,17,1988,12,13,-8,-8,-8,-8,-8,-8,-8,1,0,4,1100,19000,2,-8
474,Western Saharan,3,600,Morocco,-8,Polisario,1975,12,11,1983,12,23,-8,-8,-8,-8,-8,-8,-8,0,1,6,9500,4000,7,-8
474,Western Saharan,3,-8,-8,615,Algeria,1976,1,27,1976,3,6,-8,-8,-8,-8,-8,-8,-8,0,1,6,500,-8,7,-8
474,Western Saharan,3,435,Mauritania,-8,-8,1975,12,11,1979,8,5,-8,-8,-8,-8,-8,-8,-8,0,1,6,2000,-8,7,-8
475,Khmer Insurgency,3,816,Vietnam,-8,Khmer Rouge,1979,1,9,1989,9,25,-8,-8,-8,-8,-8,-8,189,1,1,7,25300,-9,4,857
475,Khmer Insurgency,3,811,Cambodia,-8,-8,1979,1,9,1989,9,25,-8,-8,-8,-8,-8,-8,189,0,1,7,15000,-8,4,857
476,Soviet Quagmire,3,365,USSR,-8,Muhajadin,1980,2,22,1989,2,15,-8,-8,-8,-8,-8,-8,812,0,1,7,40000,50000,4,851
476,Soviet Quagmire,3,700,Afghanistan,-8,-8,1980,2,22,1989,2,15,-8,-8,-8,-8,-8,-8,812,0,1,7,30000,-8,4,851
477,First PKK in Iraq,3,640,Turkey,-8,PKK in Iraq,1991,8,4,1992,3,25,-8,-8,-8,-8,-8,-8,-8,1,0,6,300,2000,6,-8
479,Second PKK in Iraq,3,640,Turkey,-8,PKK in Iraq,1997,5,14,1997,6,14,-8,-8,-8,-8,-8,-8,-8,1,0,6,100,2500,6,-8
480,Al Aqsa Intifada,2,666,Israel,-8,Palestinians,2000,9,28,2003,9,9,-8,-8,-8,-8,-8,-8,-8,0,0,6,900,3400,1,-8
481,Afghan Resistance,3,220,France,-8,-8,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,12,-8,5,-8
481,Afghan Resistance,3,900,Australia,-8,-8,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,6,-8,5,-8
481,Afghan Resistance,3,255,Germany,-8,-8,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,25,-8,5,-8
481,Afghan Resistance,3,200,United Kingdom,-8,-8,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,110,-8,5,-8
481,Afghan Resistance,3,20,Canada,-8,-8,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,88,-8,5,-8
481,Afghan Resistance,3,2,United States,-8,al-Qaeda & Taliban,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,552,12000,5,-8
481,Afghan Resistance,3,700,Afghanistan,-8,-8,2001,12,23,-7,-7,-7,-8,-8,-8,-8,-8,-8,225,1,1,7,1600,-8,5,-8
482,Iraqi Resistance,3,900,Australia,-8,-8,2003,5,3,-7,-7,-7,-8,-8,-8,-8,-8,-8,227,1,1,6,1,-8,5,-8
482,Iraqi Resistance,3,2,United States,-8,al-Qaeda & Iraqi resistence,2003,5,3,-7,-7,-7,-8,-8,-8,-8,-8,-8,227,1,1,6,3985,20000,5,-8
482,Iraqi Resistance,3,200,United Kingdom,-8,-8,2003,5,3,-7,-7,-7,-8,-8,-8,-8,-8,-8,227,1,1,6,143,-8,5,-8
482,Iraqi Resistance,3,210,Netherlands,-8,-8,2004,3,-9,2005,3,-9,-8,-8,-8,-8,-8,-8,227,0,1,6,2,-8,5,-8
482,Iraqi Resistance,3,230,Spain,-8,-8,2004,3,-9,2004,4,28,-8,-8,-8,-8,-8,-8,227,0,1,6,11,-8,5,-8
482,Iraqi Resistance,3,290,Poland,-8,-8,2004,3,-9,2006,3,31,-8,-8,-8,-8,-8,-8,227,0,1,6,23,-8,5,-8
482,Iraqi Resistance,3,325,Italy,-8,-8,2004,3,-9,-7,-7,-7,-8,-8,-8,-8,-8,-8,227,0,1,6,33,-8,5,-8
482,Iraqi Resistance,3,369,Ukraine,-8,-8,2004,3,-9,2005,10,-9,-8,-8,-8,-8,-8,-8,227,0,1,6,18,-8,5,-8
482,Iraqi Resistance,3,645,Iraq,-8,-8,2004,6,28,-7,-7,-7,-8,-8,-8,-8,-8,-8,227,0,1,6,10800,-8,5,-8
482,Iraqi Resistance,3,732,Republic of Korea,-8,-8,2004,9,25,-7,-7,-7,-8,-8,-8,-8,-8,-8,227,0,1,6,1,-8,5,-8
1,Franco-Spanish War,1,230,Spain,2,1823,4,7,1823,11,13,-8,-8,-8,-8,-8,-8,503,2,2,600,2,-8
1,Franco-Spanish War,1,220,France,1,1823,4,7,1823,11,13,-8,-8,-8,-8,-8,-8,503,1,2,400,1,-8
4,First Russo-Turkish,1,640,Ottoman Empire,2,1828,4,26,1829,9,14,-8,-8,-8,-8,-8,-8,506,2,11,80000,2,-8
4,First Russo-Turkish,1,365,Russia,1,1828,4,26,1829,9,14,-8,-8,-8,-8,-8,-8,506,1,11,50000,1,-8
7,Mexican-American,1,70,Mexico,2,1846,4,25,1847,9,14,-8,-8,-8,-8,-8,-8,-8,2,1,6000,2,-8
7,Mexican-American,1,2,United States of America,1,1846,4,25,1847,9,14,-8,-8,-8,-8,-8,-8,-8,1,1,13283,1,-8
10,Austro-Sardinian,1,337,Tuscany,2,1848,3,29,1848,8,9,-8,-8,-8,-8,-8,-8,-8,2,2,100,2,-8
10,Austro-Sardinian,1,325,Italy,2,1848,3,24,1848,8,9,1849,3,12,1849,3,30,551,1,2,3400,2,-8
10,Austro-Sardinian,1,300,Austria,1,1848,3,24,1848,8,9,1849,3,12,1849,3,30,551,2,2,3927,1,-8
10,Austro-Sardinian,1,332,Modena,2,1848,4,9,1848,8,9,-8,-8,-8,-8,-8,-8,-8,2,2,100,2,-8
13,First Schleswig-Holstein,1,255,Prussia,1,1848,4,10,1848,8,26,1849,3,25,1849,7,10,-8,1,2,2500,1,-8
13,First Schleswig-Holstein,1,390,Denmark,2,1848,4,10,1848,8,26,1849,3,25,1849,7,10,-8,2,2,3500,2,-8
16,Roman Republic,1,220,France,1,1849,4,30,1849,7,2,-8,-8,-8,-8,-8,-8,-8,1,2,1000,1,-8
16,Roman Republic,1,329,Two Sicilies,1,1849,5,8,1849,7,2,-8,-8,-8,-8,-8,-8,-8,2,2,100,1,-8
16,Roman Republic,1,300,Austria,1,1849,5,8,1849,7,2,-8,-8,-8,-8,-8,-8,-8,2,2,100,1,-8
16,Roman Republic,1,327,Papal States,2,1849,4,30,1849,7,2,-8,-8,-8,-8,-8,-8,-8,2,2,1400,2,-8
19,La Plata,1,160,Argentina,2,1851,7,19,1852,2,3,-8,-8,-8,-8,-8,-8,327,2,1,800,2,-8
19,La Plata,1,140,Brazil,1,1851,7,19,1852,2,3,-8,-8,-8,-8,-8,-8,327,1,1,500,1,-8
22,Crimean,1,640,Turkey,1,1853,10,23,1856,3,1,-8,-8,-8,-8,-8,-8,-8,1,2,45000,1,-8
22,Crimean,1,325,Italy,1,1855,1,10,1856,3,1,-8,-8,-8,-8,-8,-8,-8,2,2,2200,1,-8
22,Crimean,1,220,France,1,1854,3,31,1856,3,1,-8,-8,-8,-8,-8,-8,-8,2,2,95000,1,-8
22,Crimean,1,200,United Kingdom,1,1854,3,31,1856,3,1,-8,-8,-8,-8,-8,-8,-8,2,2,22000,1,-8
22,Crimean,1,365,Russia,2,1853,10,23,1856,3,1,-8,-8,-8,-8,-8,-8,-8,2,2,100000,2,-8
25,Anglo-Persian,1,200,United Kingdom,1,1856,10,25,1857,4,5,-8,-8,-8,-8,-8,-8,-8,1,6,500,1,-8
25,Anglo-Persian,1,630,Iran,2,1856,10,25,1857,4,5,-8,-8,-8,-8,-8,-8,-8,2,6,1500,2,-8
28,Italian Unification,1,325,Sardinia/Piedmont,1,1859,4,29,1859,7,12,-8,-8,-8,-8,-8,-8,-8,2,2,2500,1,-8
28,Italian Unification,1,300,Austria,2,1859,4,29,1859,7,12,-8,-8,-8,-8,-8,-8,-8,1,2,12500,2,-8
28,Italian Unification,1,220,France,1,1859,5,3,1859,7,12,-8,-8,-8,-8,-8,-8,-8,2,2,7500,1,-8
31,First Spanish-Moroccan,1,600,Morocco,2,1859,10,22,1860,3,25,-8,-8,-8,-8,-8,-8,-8,2,6,6000,2,-8
31,First Spanish-Moroccan,1,230,Spain,1,1859,10,22,1860,3,25,-8,-8,-8,-8,-8,-8,-8,1,6,4000,1,-8
34,Italian-Roman,1,325,Sardinia/Piedmont,1,1860,9,11,1860,9,29,-8,-8,-8,-8,-8,-8,-8,1,2,300,1,-8
34,Italian-Roman,1,327,Papal States,2,1860,9,11,1860,9,29,-8,-8,-8,-8,-8,-8,-8,2,2,700,2,-8
37,Neapolitan,1,329,Two Sicilies,2,1860,10,15,1861,2,13,-8,-8,-8,-8,-8,-8,352,2,2,400,2,-8
37,Neapolitan,1,325,Sardinia/Piedmont,1,1860,10,15,1861,2,13,-8,-8,-8,-8,-8,-8,352,1,2,600,1,-8
40,Franco-Mexican,1,70,Mexico,1,1862,4,16,1867,2,5,-8,-8,-8,-8,-8,-8,557,2,1,12000,4,587
40,Franco-Mexican,1,220,France,2,1862,4,16,1867,2,5,-8,-8,-8,-8,-8,-8,557,1,1,8000,4,587
43,Ecuadorian-Colombian,1,100,Colombia,1,1863,11,22,1863,12,6,-8,-8,-8,-8,-8,-8,-8,1,1,300,1,-8
43,Ecuadorian-Colombian,1,130,Ecuador,2,1863,11,22,1863,12,6,-8,-8,-8,-8,-8,-8,-8,2,1,700,2,-8
46,Second Schleswig-Holstein,1,255,Germany,1,1864,2,1,1864,4,25,1864,6,25,1864,7,20,-8,1,2,1048,1,-8
46,Second Schleswig-Holstein,1,390,Denmark,2,1864,2,1,1864,4,25,1864,6,25,1864,7,20,-8,2,2,2933,2,-8
46,Second Schleswig-Holstein,1,300,Austria,1,1864,2,1,1864,4,25,1864,6,25,1864,7,20,-8,2,2,500,1,-8
49,Lopez,1,160,Argentina,1,1865,3,5,1870,3,1,-8,-8,-8,-8,-8,-8,-8,2,1,10000,1,-8
49,Lopez,1,150,Paraguay,2,1864,11,12,1870,3,1,-8,-8,-8,-8,-8,-8,-8,1,1,200000,2,-8
49,Lopez,1,140,Brazil,1,1864,11,12,1870,3,1,-8,-8,-8,-8,-8,-8,-8,2,1,100000,1,-8
52,Naval War,1,155,Chile,1,1865,9,25,1866,5,9,-8,-8,-8,-8,-8,-8,-8,2,1,100,1,-8
52,Naval War,1,135,Peru,1,1866,1,14,1866,5,9,-8,-8,-8,-8,-8,-8,-8,2,1,600,1,-8
52,Naval War,1,230,Spain,2,1865,9,25,1866,5,9,-8,-8,-8,-8,-8,-8,-8,1,1,300,2,-8
55,Seven Weeks,1,325,Italy,1,1866,6,20,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,4000,1,-8
55,Seven Weeks,1,275,Hesse Grand Ducal,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,100,2,-8
55,Seven Weeks,1,271,Wuerttemburg,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,100,2,-8
55,Seven Weeks,1,245,Bavaria,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,500,2,-8
55,Seven Weeks,1,300,Austria,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,28000,2,-8
55,Seven Weeks,1,255,Germany,1,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,1,2,10000,1,-8
55,Seven Weeks,1,280,Mecklenburg Schwerin,1,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,100,1,-8
55,Seven Weeks,1,273,Hesse Electoral,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,100,2,-8
55,Seven Weeks,1,269,Saxony,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,600,2,-8
55,Seven Weeks,1,267,Baden,2,1866,6,15,1866,7,26,-8,-8,-8,-8,-8,-8,-8,2,2,100,2,-8
55,Seven Weeks,1,240,Hanover,2,1866,6,15,1866,6,29,-8,-8,-8,-8,-8,-8,-8,2,2,500,2,-8
58,Franco-Prussian,1,271,Wuerttemburg,1,1870,7,19,1870,11,25,-8,-8,-8,-8,-8,-8,-8,2,2,976,1,-8
58,Franco-Prussian,1,267,Baden,1,1870,7,19,1870,11,22,-8,-8,-8,-8,-8,-8,-8,2,2,956,1,-8
58,Franco-Prussian,1,255,Germany,1,1870,7,19,1871,2,26,-8,-8,-8,-8,-8,-8,-8,2,2,44781,1,-8
58,Franco-Prussian,1,245,Bavaria,1,1870,7,19,1870,11,15,-8,-8,-8,-8,-8,-8,-8,2,2,5600,1,-8
58,Franco-Prussian,1,220,France,2,1870,7,19,1871,2,26,-8,-8,-8,-8,-8,-8,-8,1,2,152000,2,-8
60,First Central American,1,90,Guatemala,1,1876,3,27,1876,4,25,-8,-8,-8,-8,-8,-8,-8,1,1,2000,1,-8
60,First Central American,1,92,El Salvador,2,1876,3,27,1876,4,25,-8,-8,-8,-8,-8,-8,-8,2,1,2000,2,-8
61,Second Russo-Turkish,1,640,Turkey,2,1877,4,24,1878,1,31,-8,-8,-8,-8,-8,-8,373,2,11,165000,2,-8
61,Second Russo-Turkish,1,365,Russia,1,1877,4,24,1878,1,31,-8,-8,-8,-8,-8,-8,373,1,11,120000,1,-8
64,War of the Pacific,1,155,Chile,1,1879,2,14,1883,12,11,-8,-8,-8,-8,-8,-8,-8,1,1,3276,1,-8
64,War of the Pacific,1,135,Peru,2,1879,4,5,1883,10,23,-8,-8,-8,-8,-8,-8,-8,2,1,9672,2,-8
64,War of the Pacific,1,145,Bolivia,2,1879,2,14,1883,12,11,-8,-8,-8,-8,-8,-8,-8,2,1,920,2,-8
65,Conquest of Egypt,1,651,Egypt,2,1882,7,11,1882,9,15,-8,-8,-8,-8,-8,-8,-8,2,6,10000,2,-8
65,Conquest of Egypt,1,200,United Kingdom,1,1882,7,11,1882,9,15,-8,-8,-8,-8,-8,-8,-8,1,6,79,1,-8
67,Sino-French,1,220,France,1,1884,6,15,1885,6,9,-8,-8,-8,-8,-8,-8,385,1,7,2100,1,-8
67,Sino-French,1,710,China,2,1884,6,15,1885,6,9,-8,-8,-8,-8,-8,-8,385,2,7,10000,2,-8
70,Second Central American,1,92,El Salvador,1,1885,3,28,1885,4,15,-8,-8,-8,-8,-8,-8,-8,2,1,200,1,-8
70,Second Central American,1,90,Guatemala,2,1885,3,28,1885,4,15,-8,-8,-8,-8,-8,-8,-8,1,1,800,2,-8
73,First Sino-Japanese,1,710,China,2,1894,7,25,1895,3,30,-8,-8,-8,-8,-8,-8,-8,2,7,10000,2,-8
73,First Sino-Japanese,1,740,Japan,1,1894,7,25,1895,3,30,-8,-8,-8,-8,-8,-8,-8,1,7,5000,1,-8
76,Greco-Turkish,1,350,Greece,2,1897,2,15,1897,5,19,-8,-8,-8,-8,-8,-8,631,1,2,600,2,-8
76,Greco-Turkish,1,640,Turkey,1,1897,2,15,1897,5,19,-8,-8,-8,-8,-8,-8,631,2,2,1400,1,-8
79,Spanish-American,1,230,Spain,2,1898,4,22,1898,8,12,-8,-8,-8,-8,-8,-8,"404, 410",2,13,775,2,-8
79,Spanish-American,1,2,United States of America,1,1898,4,22,1898,8,12,-8,-8,-8,-8,-8,-8,"404, 410",1,13,2910,1,-8
82,Boxer Rebellion,1,365,Russia,1,1900,6,17,1900,8,14,-8,-8,-8,-8,-8,-8,-8,1,7,302,1,-8
82,Boxer Rebellion,1,740,Japan,1,1900,6,17,1900,8,14,-8,-8,-8,-8,-8,-8,-8,1,7,622,1,-8
82,Boxer Rebellion,1,2,United States of America,1,1900,6,17,1900,8,14,-8,-8,-8,-8,-8,-8,-8,1,7,21,1,-8
82,Boxer Rebellion,1,710,China,2,1900,6,17,1900,8,14,-8,-8,-8,-8,-8,-8,-8,2,7,2000,2,-8
82,Boxer Rebellion,1,200,United Kingdom,1,1900,6,17,1900,8,14,-8,-8,-8,-8,-8,-8,-8,1,7,34,1,-8
82,Boxer Rebellion,1,220,France,1,1900,6,17,1900,8,14,-8,-8,-8,-8,-8,-8,-8,1,7,24,1,-8
83,Sino-Russian,1,365,Russia,1,1900,7,17,1900,10,10,-8,-8,-8,-8,-8,-8,-8,1,7,242,1,-8
83,Sino-Russian,1,710,China,2,1900,7,17,1900,10,10,-8,-8,-8,-8,-8,-8,-8,2,7,3758,2,-8
85,Russo-Japanese,1,740,Japan,1,1904,2,8,1905,9,15,-8,-8,-8,-8,-8,-8,-8,1,7,80378,1,-8
85,Russo-Japanese,1,365,Russia,2,1904,2,8,1905,9,15,-8,-8,-8,-8,-8,-8,-8,2,7,71453,2,-8
88,Third Central American,1,91,Honduras,2,1906,5,27,1906,7,20,-8,-8,-8,-8,-8,-8,-8,2,1,300,2,-8
88,Third Central American,1,92,El Salvador,2,1906,5,27,1906,7,20,-8,-8,-8,-8,-8,-8,-8,2,1,300,2,-8
88,Third Central American,1,90,Guatemala,1,1906,5,27,1906,7,20,-8,-8,-8,-8,-8,-8,-8,1,1,400,1,-8
91,Fourth Central American,1,93,Nicaragua,1,1907,2,19,1907,4,23,-8,-8,-8,-8,-8,-8,-8,1,1,400,1,-8
91,Fourth Central American,1,92,El Salvador,2,1907,2,19,1907,4,23,-8,-8,-8,-8,-8,-8,-8,2,1,300,2,-8
91,Fourth Central American,1,91,Honduras,2,1907,2,19,1907,4,23,-8,-8,-8,-8,-8,-8,-8,2,1,300,2,-8
94,Second Spanish-Moroccan,1,230,Spain,1,1909,7,7,1910,3,23,-8,-8,-8,-8,-8,-8,-8,1,6,2000,1,-8
94,Second Spanish-Moroccan,1,600,Morocco,2,1909,7,7,1910,3,23,-8,-8,-8,-8,-8,-8,-8,2,6,8000,2,-8
97,Italian-Turkish,1,325,Italy,1,1911,9,29,1912,10,18,-8,-8,-8,-8,-8,-8,-8,1,6,6000,1,-8
97,Italian-Turkish,1,640,Turkey,2,1911,9,29,1912,10,18,-8,-8,-8,-8,-8,-8,-8,2,6,14000,2,-8
100,First Balkan,1,640,Turkey,2,1912,10,17,1913,4,19,-8,-8,-8,-8,-8,-8,650,2,11,30000,2,-8
100,First Balkan,1,350,Greece,1,1912,10,17,1913,4,19,-8,-8,-8,-8,-8,-8,650,2,11,5000,1,-8
100,First Balkan,1,355,Bulgaria,1,1912,10,17,1912,12,3,1913,2,3,1913,4,19,650,2,2,32000,1,-8
100,First Balkan,1,345,Yugoslavia,1,1912,10,17,1912,12,3,1913,2,3,1913,4,19,650,1,11,15000,1,-8
103,Second Balkan,1,640,Turkey,1,1913,7,15,1913,7,30,-8,-8,-8,-8,-8,-8,-8,2,2,20000,1,-8
103,Second Balkan,1,345,Yugoslavia,1,1913,6,30,1913,7,30,-8,-8,-8,-8,-8,-8,-8,2,2,18500,1,-8
103,Second Balkan,1,350,Greece,1,1913,6,30,1913,7,30,-8,-8,-8,-8,-8,-8,-8,2,2,2500,1,-8
103,Second Balkan,1,355,Bulgaria,2,1913,6,30,1913,7,30,-8,-8,-8,-8,-8,-8,-8,1,2,18000,2,-8
103,Second Balkan,1,360,Romania,1,1913,7,11,1913,7,30,-8,-8,-8,-8,-8,-8,-8,2,2,1500,1,-8
106,World War I,1,345,Yugoslavia,1,1914,7,29,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,2,70000,1,-8
106,World War I,1,365,Russia,1,1914,8,1,1917,12,5,-8,-8,-8,-8,-8,-8,-8,2,11,1700000,1,-8
106,World War I,1,355,Bulgaria,2,1915,10,12,1918,9,29,-8,-8,-8,-8,-8,-8,-8,2,2,87500,2,-8
106,World War I,1,200,United Kingdom,1,1914,8,5,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,15,908371,1,-8
106,World War I,1,740,Japan,1,1914,8,23,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,7,300,1,-8
106,World War I,1,235,Portugal,1,1916,3,1,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,2,7222,1,-8
106,World War I,1,640,Turkey,2,1914,10,28,1918,10,30,-8,-8,-8,-8,-8,-8,-8,2,6,325000,2,-8
106,World War I,1,211,Belgium,1,1914,8,4,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,2,13716,1,-8
106,World War I,1,255,Germany,2,1914,8,1,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,15,1773700,2,-8
106,World War I,1,350,Greece,1,1917,6,29,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,2,5000,1,-8
106,World War I,1,360,Romania,1,1916,8,27,1917,12,9,-8,-8,-8,-8,-8,-8,-8,2,2,335706,1,-8
106,World War I,1,300,Austria-Hungary,2,1914,7,29,1918,11,3,-8,-8,-8,-8,-8,-8,-8,1,2,1200000,2,-8
106,World War I,1,220,France,1,1914,8,3,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,14,1385000,1,-8
106,World War I,1,325,Italy,1,1915,5,23,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,2,650000,1,-8
106,World War I,1,2,United States of America,1,1917,4,17,1918,11,11,-8,-8,-8,-8,-8,-8,-8,2,2,116516,1,-8
107,Estonian Liberation,1,366,Estonia,1,1918,11,22,1920,1,3,-8,-8,-8,-8,-8,-8,-8,2,2,3600,1,-8
107,Estonian Liberation,1,375,Finland,1,1918,12,30,1920,1,3,-8,-8,-8,-8,-8,-8,-8,2,2,150,1,-8
107,Estonian Liberation,1,365,Russia,2,1918,11,22,1920,1,3,-8,-8,-8,-8,-8,-8,-8,1,2,8000,2,-8
108,Latvian Liberation,1,255,Germany,1,1918,12,7,1919,4,15,-8,-8,-8,-8,-8,-8,-8,2,2,450,8,-8
108,Latvian Liberation,1,365,Russia,2,1918,12,2,1920,2,1,-8,-8,-8,-8,-8,-8,-8,1,2,8000,2,-8
108,Latvian Liberation,1,255,Germany,2,1919,4,16,1919,7,13,-8,-8,-8,-8,-8,-8,-8,2,2,750,2,-8
108,Latvian Liberation,1,366,Estonia,1,1919,1,1,1920,1,3,-8,-8,-8,-8,-8,-8,-8,2,2,1000,1,-8
108,Latvian Liberation,1,367,Latvia,1,1918,12,2,1920,2,1,-8,-8,-8,-8,-8,-8,-8,2,2,3046,1,-8
109,Russo-Polish,1,365,Russia,2,1919,2,14,1920,10,18,-8,-8,-8,-8,-8,-8,681,1,2,60000,2,-8
109,Russo-Polish,1,290,Poland,1,1919,2,14,1920,10,18,-8,-8,-8,-8,-8,-8,681,2,2,40000,1,-8
112,Hungarian Adversaries,1,310,Hungary,2,1919,4,16,1919,8,4,-8,-8,-8,-8,-8,-8,-8,2,2,6000,2,-8
112,Hungarian Adversaries,1,315,Czechoslovakia,1,1919,4,26,1919,8,4,-8,-8,-8,-8,-8,-8,-8,2,2,2000,1,-8
112,Hungarian Adversaries,1,360,Romania,1,1919,4,16,1919,8,4,-8,-8,-8,-8,-8,-8,-8,1,2,3000,1,-8
115,Second Greco-Turkish,1,640,Turkey,1,1919,5,5,1922,10,11,-8,-8,-8,-8,-8,-8,-8,2,11,20000,1,-8
115,Second Greco-Turkish,1,350,Greece,2,1919,5,5,1922,10,11,-8,-8,-8,-8,-8,-8,-8,1,11,30000,2,-8
116,Franco-Turkish,1,640,Turkey,2,1919,11,1,1921,10,20,-8,-8,-8,-8,-8,-8,-8,2,6,35000,3,-8
116,Franco-Turkish,1,220,France,1,1919,11,1,1921,10,20,-8,-8,-8,-8,-8,-8,-8,1,6,5000,3,-8
117,Lithuanian-Polish,1,368,Lithuania,2,1920,7,15,1920,12,1,-8,-8,-8,-8,-8,-8,-8,2,2,500,2,-8
117,Lithuanian-Polish,1,290,Poland,1,1920,7,15,1920,12,1,-8,-8,-8,-8,-8,-8,-8,1,2,500,1,-8
118,Manchurian,1,365,USSR,1,1929,8,17,1929,12,3,-8,-8,-8,-8,-8,-8,-8,1,7,200,1,-8
118,Manchurian,1,710,China,2,1929,8,17,1929,12,3,-8,-8,-8,-8,-8,-8,-8,2,7,3000,2,-8
121,Second Sino-Japanese,1,740,Japan,1,1931,12,19,1933,5,22,-8,-8,-8,-8,-8,-8,-8,1,7,10000,1,-8
121,Second Sino-Japanese,1,710,China,2,1931,12,19,1933,5,22,-8,-8,-8,-8,-8,-8,-8,2,7,50000,2,-8
124,Chaco,1,145,Bolivia,2,1932,6,15,1935,6,12,-8,-8,-8,-8,-8,-8,-8,1,1,56661,2,-8
124,Chaco,1,150,Paraguay,1,1932,6,15,1935,6,12,-8,-8,-8,-8,-8,-8,-8,2,1,36000,1,-8
125,Saudi-Yemeni,1,670,Saudi Arabia,1,1934,3,20,1934,5,13,-8,-8,-8,-8,-8,-8,-8,1,6,100,1,-8
125,Saudi-Yemeni,1,678,Yemen Arab Republic,2,1934,3,20,1934,5,13,-8,-8,-8,-8,-8,-8,-8,2,6,2000,2,-8
127,Conquest of Ethiopia,1,325,Italy,1,1935,10,3,1936,5,9,-8,-8,-8,-8,-8,-8,-8,1,4,4000,1,-8
127,Conquest of Ethiopia,1,530,Ethiopia,2,1935,10,3,1936,5,9,-8,-8,-8,-8,-8,-8,-8,2,4,16000,2,-8
130,Third Sino-Japanese,1,710,China,2,1937,7,7,1941,12,6,-8,-8,-8,-8,-8,-8,-8,2,7,750000,2,-8
130,Third Sino-Japanese,1,740,Japan,1,1937,7,7,1941,12,6,-8,-8,-8,-8,-8,-8,-8,1,7,250000,1,-8
133,Changkufeng,1,365,USSR,2,1938,7,29,1938,8,11,-8,-8,-8,-8,-8,-8,-8,2,7,1200,1,-8
133,Changkufeng,1,740,Japan,1,1938,7,29,1938,8,11,-8,-8,-8,-8,-8,-8,-8,1,7,526,2,-8
136,Nomonhan,1,365,USSR,1,1939,5,11,1939,9,16,-8,-8,-8,-8,-8,-8,-8,2,7,5000,1,-8
136,Nomonhan,1,712,Mongolia,1,1939,5,11,1939,9,16,-8,-8,-8,-8,-8,-8,-8,2,7,3000,1,-8
136,Nomonhan,1,740,Japan,2,1939,5,11,1939,9,16,-8,-8,-8,-8,-8,-8,-8,1,7,20000,2,-8
139,World War II,1,310,Hungary,2,1941,6,27,1945,1,20,-8,-8,-8,-8,-8,-8,-8,2,2,136000,2,-8
139,World War II,1,211,Belgium,1,1940,5,10,1940,5,28,-8,-8,-8,-8,-8,-8,-8,2,2,9600,1,-8
139,World War II,1,220,France,2,1940,7,7,1941,7,14,-8,-8,-8,-8,-8,-8,-8,2,2,2500,2,-8
139,World War II,1,345,Yugoslavia,1,1941,4,6,1941,4,17,-8,-8,-8,-8,-8,-8,-8,2,2,305000,1,-8
